Companies,Categories,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Region,Segment,State,Discount,Profit,Sales,Shipping Cost,Target Sales
Chocolate skateboard,Electric Skateboard,Los Angeles,United States,Becky Pak,USCA,BP-111554,04/06/2013,2013,CA-2012-158491,Medium,TEC-AC-10001874,West,Consumer,California,0,35.994,120,5.83,83.986
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Becky Pak,USCA,BP-111554,04/06/2013,2013,CA-2012-158491,Medium,TEC-AC-10003870,West,Consumer,California,0,395.988,990,74.68,1385.958
Alien workshop,Classic Longboard Skateboard,Los Angeles,United States,Logan Haushalter,USCA,LH-171554,19/06/2013,2013,CA-2012-121965,Medium,FUR-FU-10000732,West,Consumer,California,0,4.0192,12.6,0.5,8.5408
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Cassandra Brandow,USCA,CB-120254,28/08/2013,2013,CA-2012-121188,Medium,FUR-FU-10003981,West,Consumer,California,0,1.7472,4.2,0.27,2.4128
Baker Skateboard,Electric Skateboard,Los Angeles,United States,Frank Atkinson,USCA,FA-142304,10/09/2013,2013,CA-2012-108672,Medium,FUR-FU-10003799,West,Corporate,California,0,33.0708,106.7,9.58,139.7508
Girl skateboard,The Carve Skateboard,Los Angeles,United States,George Bell,USCA,GB-145304,18/09/2013,2013,CA-2012-167745,Medium,FUR-FU-10001591,West,Corporate,California,0,10.248,24.4,1.87,34.648
Element Skateboard,The Carve Skateboard,Los Angeles,United States,Shaun Chance,USCA,SC-204404,24/09/2013,2013,CA-2012-103835,Medium,FUR-FU-10000010,West,Corporate,California,0,4.6221,14.9,0.35,19.5321
zero skateboard,The Carve Skateboard,Los Angeles,United States,Robert Marley,USCA,RM-196754,19/10/2013,2013,CA-2012-160171,Medium,TEC-AC-10000892,West,Home Office,California,0,97.2,270,11.98,172.8
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Stewart Visinsky,USCA,SV-207854,20/10/2013,2013,CA-2012-149097,High,FUR-FU-10003424,West,Consumer,California,0,23.9232,74.8,13.93,50.8368
Plan B skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Corinna Mitchell,USCA,CM-126554,03/11/2013,2013,CA-2012-140410,High,FUR-FU-10003347,West,Home Office,California,0,16.614,42.6,4.44,25.986
Santa cruz skateboard,Electric Skateboard,Los Angeles,United States,Corinna Mitchell,USCA,CM-126554,03/11/2013,2013,CA-2012-140410,High,TEC-AC-10001109,West,Home Office,California,0,37.7874,90,15.18,127.7574
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Kunst Miller,USCA,KM-167204,24/11/2013,2013,CA-2012-135545,Medium,FUR-FU-10000397,West,Consumer,California,0,22.3328,79.8,3.4,57.4272
Toy machine skateboard,Classic Longboard Skateboard,Los Angeles,United States,Kunst Miller,USCA,KM-167204,24/11/2013,2013,CA-2012-135545,Medium,TEC-AC-10004633,West,Consumer,California,0,6.1512,14,0.69,20.1312
Alien workshop,Downhill Longboard Skateboard,Los Angeles,United States,Steve Nguyen,USCA,SN-207104,27/11/2013,2013,CA-2012-125234,Medium,TEC-AC-10000158,West,Home Office,California,0,22.6737,108,5.32,85.2963
Baker Skateboard,Electric Skateboard,Los Angeles,United States,Harry Marie,USCA,HM-148604,04/12/2013,2013,CA-2012-118871,Medium,FUR-FU-10002111,West,Corporate,California,0,13.832,36.4,2.39,22.568
Girl skateboard,The Carve Skateboard,Los Angeles,United States,George Bell,USCA,GB-145304,05/12/2013,2013,CA-2012-149566,Medium,TEC-AC-10001266,West,Corporate,California,0,17.55,39,3.15,21.45
Element Skateboard,The Carve Skateboard,Los Angeles,United States,Melanie Seite,USCA,MS-178304,07/12/2013,2013,CA-2012-135272,Medium,FUR-FU-10002759,West,Consumer,California,0,28.7712,79.9,6.31,108.6912
zero skateboard,The Carve Skateboard,Los Angeles,United States,Yana Sorensen,USCA,YS-218804,08/12/2013,2013,CA-2012-129532,High,TEC-AC-10000865,West,Corporate,California,0,40.12,236,34.52,276.12
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Karen Daniels,USCA,KD-162704,12/12/2013,2013,CA-2012-110870,High,TEC-AC-10002926,West,Consumer,California,0,128.9742,299.9,59.2,428.9142
Plan B skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Ashley Jarboe,USCA,AJ-109454,14/12/2013,2013,CA-2012-126347,Medium,TEC-AC-10003063,West,Consumer,California,0,10.5,50,4.79,39.5
Santa cruz skateboard,Electric Skateboard,Los Angeles,United States,Paul Prost,USCA,PP-189554,14/12/2013,2013,CA-2012-130253,Medium,FUR-FU-10002963,West,Home Office,California,0,5.1816,15.2,0.98,10.0584
Chocolate skateboard,Electric Skateboard,Los Angeles,United States,James Galang,USCA,JG-151604,19/12/2013,2013,CA-2012-157084,Medium,TEC-AC-10002049,West,Consumer,California,0,556.974,1265.9,77.98,708.876
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Eric Hoffmann,USCA,EH-139454,16/01/2014,2014,CA-2013-121755,Medium,TEC-AC-10003027,West,Consumer,California,0,11.7741,90.6,5.25,102.3441
Baker Skateboard,Classic Longboard Skateboard,Los Angeles,United States,Christy Brittain,USCA,CB-124154,23/01/2014,2014,CA-2013-113656,Low,FUR-FU-10000719,West,Consumer,California,0,21.5964,60,4.05,81.5864
Girl skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Matthew Clasen,USCA,MC-176354,21/02/2014,2014,CA-2013-139010,Medium,TEC-AC-10004227,West,Corporate,California,0,0.7794,13,1.3,12.2106
Element Skateboard,Electric Skateboard,Los Angeles,United States,Tracy Zic,USCA,TZ-215804,22/02/2014,2014,US-2013-143280,Medium,TEC-AC-10003399,West,Consumer,California,0,15.2208,36.2,1.98,21.0192
zero skateboard,The Carve Skateboard,Los Angeles,United States,Rick Huthwaite,USCA,RH-195104,11/03/2014,2014,CA-2013-169663,Medium,TEC-AC-10003038,West,Home Office,California,0,5.1015,26.9,0.04,31.9515
real skateboard,The Carve Skateboard,Los Angeles,United States,Clytie Kelty,USCA,CK-125954,09/04/2014,2014,CA-2013-124233,Low,FUR-FU-10002597,West,Consumer,California,0,10.374,24.7,2.3,35.074
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Sanjit Chand,USCA,SC-200954,17/05/2014,2014,CA-2013-130638,Medium,FUR-FU-10002116,West,Consumer,California,0,19.7988,282.8,15.01,302.6388
Santa cruz skateboard,Classic Longboard Skateboard,Los Angeles,United States,Logan Haushalter,USCA,LH-171554,22/05/2014,2014,US-2013-139486,High,TEC-AC-10003832,West,Consumer,California,0,27.1666,66.3,4.77,93.4266
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Clay Ludtke,USCA,CL-125654,29/05/2014,2014,CA-2013-134803,Low,TEC-AC-10002217,West,Consumer,California,0,7.896,131.6,18.33,139.496
Toy machine skateboard,Electric Skateboard,Los Angeles,United States,Jason Gross,USCA,JG-153104,31/05/2014,2014,CA-2013-129728,Medium,FUR-FU-10003247,West,Corporate,California,0,11.7488,167.8,9.32,179.5888
Alien workshop,Downhill Longboard Skateboard,Los Angeles,United States,Bill Donatelli,USCA,BD-113204,16/08/2014,2014,CA-2013-167241,Low,FUR-FU-10004071,West,Consumer,California,0,43.6842,312,36.27,268.3458
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Scot Coram,USCA,SC-202304,22/08/2014,2014,US-2013-126452,Low,TEC-AC-10000844,West,Corporate,California,0,91.7892,255,33.2,346.7592
Girl skateboard,Classic Longboard Skateboard,Los Angeles,United States,Bruce Geld,USCA,BG-117404,31/08/2014,2014,CA-2013-165995,Medium,FUR-FU-10000672,West,Consumer,California,0,15.9936,47,4.46,63.0336
Element Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Lena Radford,USCA,LR-169154,03/09/2014,2014,CA-2013-126732,Medium,FUR-FU-10001889,West,Consumer,California,0,31.2444,94.7,7.01,63.4356
zero skateboard,Electric Skateboard,Los Angeles,United States,Maris LaWare,USCA,ML-174104,30/09/2014,2014,CA-2013-125794,Medium,TEC-AC-10003399,West,Consumer,California,0,15.2208,36.2,1.63,21.0192
real skateboard,The Carve Skateboard,Los Angeles,United States,Carlos Soltero,USCA,CS-119504,22/10/2014,2014,CA-2013-161746,Medium,FUR-FU-10003731,West,Consumer,California,0,5.5888,20,0.6,25.5488
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Victoria Wilson,USCA,VW-217754,25/10/2014,2014,CA-2013-121748,Medium,TEC-AC-10002637,West,Corporate,California,0,21.5988,360,15.17,338.3812
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Victoria Wilson,USCA,VW-217754,25/10/2014,2014,CA-2013-121748,Medium,TEC-AC-10003063,West,Corporate,California,0,21,100,10.74,121
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Phillip Flathmann,USCA,PF-192254,04/11/2014,2014,CA-2013-114972,Critical,TEC-AC-10000682,West,Consumer,California,0,29.0325,83,30.94,111.9825
Toy machine skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Lindsay Shagiari,USCA,LS-169754,07/11/2014,2014,US-2013-125969,Medium,FUR-FU-10003773,West,Home Office,California,0,26.2416,238.6,23.12,264.8016
Alien workshop,Electric Skateboard,Los Angeles,United States,Arianne Irving,USCA,AI-108554,11/11/2014,2014,CA-2013-158694,High,FUR-FU-10000965,West,Consumer,California,0,191.6586,467.5,61.7,659.1186
Chocolate skateboard,Electric Skateboard,Los Angeles,United States,Stewart Carmichael,USCA,SC-207704,16/11/2014,2014,CA-2013-105963,Medium,TEC-AC-10003832,West,Corporate,California,0,40.7499,99.4,8.6,58.6401
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Alyssa Tate,USCA,AT-104354,25/11/2014,2014,CA-2013-100468,Medium,FUR-FU-10000010,West,Home Office,California,0,3.0814,9.9,0.78,13.0214
Girl skateboard,Classic Longboard Skateboard,Los Angeles,United States,Sung Pak,USCA,SP-208604,25/11/2014,2014,US-2013-163881,Medium,TEC-AC-10000420,West,Corporate,California,0,190.3728,559.9,48.83,369.5472
Element Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Sung Pak,USCA,SP-208604,25/11/2014,2014,US-2013-163881,Medium,TEC-AC-10003033,West,Corporate,California,0,217.767,659.9,50.23,877.667
zero skateboard,Electric Skateboard,Los Angeles,United States,Maribeth Schnelling,USCA,MS-173654,27/11/2014,2014,CA-2013-107104,Medium,FUR-FU-10002937,West,Consumer,California,0,297.69,595.4,43.87,893.07
real skateboard,The Carve Skateboard,Los Angeles,United States,Neoma Murray,USCA,NM-185204,04/12/2014,2014,CA-2013-153598,High,FUR-FU-10001085,West,Consumer,California,0,51.474,111.9,29.43,60.426
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Neoma Murray,USCA,NM-185204,04/12/2014,2014,CA-2013-153598,High,TEC-AC-10003870,West,Consumer,California,0,659.98,1650,217.29,2309.93
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Benjamin Patterson,USCA,BP-112304,16/12/2014,2014,US-2013-116442,Medium,FUR-FU-10002364,West,Consumer,California,0,4.2804,14.8,1.21,10.4796
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Henry Goldwyn,USCA,HG-149654,19/12/2014,2014,CA-2013-145919,High,FUR-FU-10004960,West,Corporate,California,0,62.5056,183.8,8.42,121.3344
Toy machine skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Grace Kelly,USCA,GK-146204,26/12/2014,2014,US-2013-116729,Medium,TEC-AC-10001465,West,Corporate,California,0,76.272,254.2,29.75,177.968
Alien workshop,Electric Skateboard,Los Angeles,United States,Steven Cartwright,USCA,SC-207254,02/01/2015,2015,CA-2014-144463,Medium,FUR-FU-10001215,West,Consumer,California,0,199.2606,474.4,27.8,673.6906
Baker Skateboard,The Carve Skateboard,Los Angeles,United States,Fred Wasserman,USCA,FW-143954,03/01/2015,2015,CA-2014-118668,Critical,TEC-AC-10000682,West,Corporate,California,0,5.8065,16.6,4.32,10.7835
Girl skateboard,Classic Longboard Skateboard,Los Angeles,United States,Jack O'Briant,USCA,JO-151454,17/01/2015,2015,CA-2014-125913,High,FUR-FU-10001487,West,Corporate,California,0,8.0968,27.9,9.03,19.8232
Element Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,John Lee,USCA,JL-158354,03/02/2015,2015,CA-2014-161333,Medium,FUR-FU-10003039,West,Consumer,California,0,29.3284,86.3,4.84,115.5884
zero skateboard,Electric Skateboard,Los Angeles,United States,Marina Lichtenstein,USCA,ML-173954,10/02/2015,2015,CA-2014-150602,Medium,FUR-FU-10003142,West,Corporate,California,0,6.5472,21.1,0.29,27.6672
real skateboard,The Carve Skateboard,Los Angeles,United States,Cynthia Voltz,USCA,CV-128054,19/02/2015,2015,CA-2014-164707,High,TEC-AC-10004864,West,Corporate,California,0,47.0979,109.5,10.86,156.6279
Plan B skateboard,The Carve Skateboard,Los Angeles,United States,Emily Ducich,USCA,ED-138854,20/02/2015,2015,CA-2014-134838,High,FUR-FU-10004018,West,Home Office,California,0,12.0609,44.7,9.84,32.6091
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Maribeth Yedwab,USCA,MY-173804,03/03/2015,2015,CA-2014-163902,Medium,TEC-AC-10000580,West,Corporate,California,0,52.7934,479.9,31.29,532.7334
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Ed Jacobs,USCA,EJ-137204,04/03/2015,2015,CA-2014-123085,Medium,TEC-AC-10000990,West,Consumer,California,0,440.7648,1049.4,63.25,608.6752
Chocolate skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Jamie Frazer,USCA,JF-151904,03/04/2015,2015,US-2014-123281,Medium,FUR-FU-10003724,West,Consumer,California,0,6.5286,25.1,0.96,18.5814
Baker Skateboard,Electric Skateboard,Los Angeles,United States,Pamela Stobb,USCA,PS-187604,18/04/2015,2015,CA-2014-128965,Medium,TEC-AC-10001383,West,Consumer,California,0,46.7313,274.9,13.56,228.1587
Girl skateboard,Electric Skateboard,Los Angeles,United States,Elizabeth Moffitt,USCA,EM-138254,03/05/2015,2015,US-2014-128398,Medium,TEC-AC-10001714,West,Corporate,California,0,59.0372,159.6,5.58,218.5972
Element Skateboard,The Carve Skateboard,Los Angeles,United States,Adam Bellavance,USCA,AB-100604,08/05/2015,2015,CA-2014-159688,Medium,TEC-AC-10000736,West,Home Office,California,0,28.7964,80,5.44,108.7864
zero skateboard,Classic Longboard Skateboard,Los Angeles,United States,Eric Hoffmann,USCA,EH-139454,23/05/2015,2015,CA-2014-153080,High,TEC-AC-10002331,West,Consumer,California,0,25.3302,68.5,6.44,43.1298
real skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Saphhira Shifley,USCA,SS-201404,04/06/2015,2015,CA-2014-145772,High,TEC-AC-10003038,West,Corporate,California,0,8.5025,44.8,7.22,36.2475
Plan B skateboard,Electric Skateboard,Los Angeles,United States,William Brown,USCA,WB-218504,30/06/2015,2015,CA-2014-138149,High,TEC-AC-10001284,West,Consumer,California,0,22.4316,62.3,22.06,39.8784
Santa cruz skateboard,The Carve Skateboard,Los Angeles,United States,Karen Bern,USCA,KB-162404,12/07/2015,2015,CA-2014-162012,Medium,TEC-AC-10003832,West,Corporate,California,0,244.6155,1287.5,79.02,1532.0655
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,George Zrebassa,USCA,GZ-145454,27/07/2015,2015,US-2014-167318,Medium,TEC-AC-10003870,West,Corporate,California,0,659.98,1650,110.23,2309.93
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Rick Wilson,USCA,RW-195404,30/08/2015,2015,CA-2014-101014,Medium,FUR-FU-10003374,West,Corporate,California,0,41.4456,148,13.93,189.4656
Alien workshop,Classic Longboard Skateboard,Los Angeles,United States,Marc Harrigan,USCA,MH-172904,03/09/2015,2015,CA-2014-169327,High,FUR-FU-10004188,West,Home Office,California,0,132.99,511.5,36.72,378.51
Baker Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Allen Goldenen,USCA,AG-103904,08/09/2015,2015,CA-2014-107244,Medium,FUR-FU-10002597,West,Consumer,California,0,8.2992,19.8,1.42,28.0592
Girl skateboard,Electric Skateboard,Los Angeles,United States,Jasper Cacioppo,USCA,JC-153404,08/09/2015,2015,US-2014-129441,Medium,FUR-FU-10000448,West,Consumer,California,0,2.397,47.9,3.19,45.543
Element Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Matt Connell,USCA,MC-176054,10/09/2015,2015,US-2014-146213,Medium,TEC-AC-10001114,West,Corporate,California,0,51.1872,160,8.79,108.7728
zero skateboard,The Carve Skateboard,Los Angeles,United States,Jessica Myrick,USCA,JM-155354,13/09/2015,2015,CA-2014-103611,Medium,FUR-FU-10004270,West,Consumer,California,0,3.0096,8.4,1.51,11.3696
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Dave Poirier,USCA,DP-131054,20/09/2015,2015,CA-2014-102974,Medium,TEC-AC-10000057,West,Corporate,California,0,31.4895,150,9.76,181.4395
Plan B skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Bruce Degenhardt,USCA,BD-117254,29/09/2015,2015,CA-2014-101574,Medium,FUR-FU-10001706,West,Consumer,California,0,4.4352,9.2,0.36,13.6752
Santa cruz skateboard,Electric Skateboard,Los Angeles,United States,Bradley Talbott,USCA,BT-115304,01/10/2015,2015,CA-2014-123029,High,TEC-AC-10002402,West,Home Office,California,0,47.994,160,17.42,111.986
Chocolate skateboard,The Carve Skateboard,Los Angeles,United States,Mike Gockenbach,USCA,MG-181454,08/10/2015,2015,CA-2014-108574,Medium,TEC-AC-10002049,West,Consumer,California,0,200.8638,1115.9,116.46,1316.7738
Toy machine skateboard,The Carve Skateboard,Los Angeles,United States,Robert Waldorf,USCA,RW-196904,13/10/2015,2015,CA-2014-112431,High,TEC-AC-10001465,West,Consumer,California,0,130.752,435.8,47.78,305.088
Alien workshop,The Carve Skateboard,Los Angeles,United States,Zuschuss Carroll,USCA,ZC-219104,07/11/2015,2015,CA-2014-100013,Medium,FUR-FU-10001424,West,Consumer,California,0,2.9682,8.7,0.57,5.7618
Chocolate skateboard,Classic Longboard Skateboard,Los Angeles,United States,Thomas Brumley,USCA,TB-211904,12/11/2015,2015,CA-2014-148985,Medium,FUR-FU-10001424,West,Home Office,California,0,11.8728,34.9,1.78,46.7928
Baker Skateboard,Downhill Longboard Skateboard,Los Angeles,United States,Lena Creighton,USCA,LC-168854,17/11/2015,2015,CA-2014-157448,Medium,FUR-FU-10001847,West,Consumer,California,0,4.4712,12.4,1.24,7.9488
Girl skateboard,Electric Skateboard,Los Angeles,United States,Lena Creighton,USCA,LC-168854,17/11/2015,2015,CA-2014-157448,Medium,FUR-FU-10003268,West,Consumer,California,0,23.988,119.9,7.13,143.928
Element Skateboard,Electric Skateboard,Los Angeles,United States,Mick Crebagga,USCA,MC-181004,20/11/2015,2015,CA-2014-126242,Medium,FUR-FU-10002685,West,Consumer,California,0,7.106,18.7,1.25,11.594
zero skateboard,The Carve Skateboard,Los Angeles,United States,Bill Donatelli,USCA,BD-113204,28/11/2015,2015,CA-2014-107125,High,FUR-FU-10000732,West,Consumer,California,0,6.0288,18.8,3.13,24.8688
real skateboard,Classic Longboard Skateboard,Los Angeles,United States,Chad McGuire,USCA,CM-121154,23/12/2015,2015,CA-2014-149699,Critical,TEC-AC-10000474,West,Consumer,California,0,142.485,475,142.96,332.465
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Christina Anderson,USCA,CA-122654,25/03/2012,2012,CA-2011-128237,Medium,TEC-AC-10002558,West,Consumer,California,0,15.918,45.5,1.95,61.398
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Patrick Gardner,USCA,PG-188204,09/05/2012,2012,US-2011-102071,Medium,TEC-AC-10003441,West,Consumer,California,0,4.068,67.8,5.66,63.732
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Patrick Gardner,USCA,PG-188204,09/05/2012,2012,US-2011-102071,Medium,TEC-AC-10000109,West,Consumer,California,0,40.3128,168,7.66,208.2828
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Cindy Chapman,USCA,CC-124754,16/05/2012,2012,US-2011-163146,Medium,TEC-AC-10002217,West,Consumer,California,0,3.384,56.4,3.16,59.784
Alien workshop,The Carve Skateboard,San Francisco,United States,Lena Creighton,USCA,LC-168854,27/05/2012,2012,CA-2011-139192,Medium,TEC-AC-10001606,West,Consumer,California,0,37.9962,100,4.82,137.9862
